codigo,Espacialidades,UF,ESPVIDA1991,MORT1991,ESPVIDA2000,MORT12000,ESPVIDA2010,MORT12010
421310,Piratuba,SC,65.15,23.53,72.2,23,74.72,14
421315,Planalto Alegre,SC,62.32,23.66,74.11,19,77.87,9.9
421320,Pomerode,SC,59.81,22.92,75.03,17.3,78.14,9.6
421330,Ponte Alta,SC,64.75,42.02,69.59,29.2,73.23,16.2
421335,Ponte Alta do Norte,SC,65.4,30.84,69.99,28.2,74.12,14.8
421340,Ponte Serrada,SC,61.21,32.96,68.81,31.2,72.4,17.6
421350,Porto Belo,SC,64.59,23.91,73.09,21.1,78.14,9.6
421360,Porto Uniao,SC,63.68,23.66,72.76,21.8,78.43,9.2
421370,Pouso Redondo,SC,60.44,24.75,73.84,19.6,76.41,11.7
421380,Praia Grande,SC,68.03,33.88,70.94,25.8,75.39,13
421390,Presidente Castello Branco,SC,64.91,23.53,74.72,17.8,78,9.7
421400,Presidente Getulio,SC,65.4,20.08,74.66,18,77.44,10.4
421410,Presidente Nereu,SC,65.89,20.06,76.09,13.67,76.64,11.4
421415,Princesa,SC,61.95,27.78,71.92,23.6,74.17,14.8
421420,Quilombo,SC,64.05,28.15,70.65,26.5,74.93,13.7
421430,Rancho Queimado,SC,62.19,21.05,74.67,18,78.59,9.1
421440,Rio das Antas,SC,61.5,26.59,72.1,23.2,74.2,14.7
421450,Rio do Campo,SC,65.13,30.69,70.43,27.1,73.18,16.3
421460,Rio do Oeste,SC,66.41,22.99,74.23,18.8,78.52,9.1
421470,Rio dos Cedros,SC,66.93,30,73.81,19.6,74.61,14.1
421480,Rio do Sul,SC,61.5,27.34,72.69,21.9,78.61,9
421490,Rio Fortuna,SC,66.76,19.47,74.37,18.5,75.98,12.2
421500,Rio Negrinho,SC,70.01,31.81,71.61,24.3,75.89,12.4
421505,Rio Rufino,SC,74.02,34.23,69.99,28.2,73.34,16
421507,Riqueza,SC,71.16,27.7,72.39,22.6,74.79,13.9
421510,Rodeio,SC,73.03,21.34,74.08,19.1,78.34,9.3
421520,Romelandia,SC,70.73,32.07,69.49,29.4,73.01,16.6
421530,Salete,SC,72.46,30,71.58,24.4,73.18,16.3
421535,Saltinho,SC,67.32,33.21,69.07,30.5,72.68,17.1
421540,Salto Veloso,SC,70.76,27.56,74.21,18.8,77.82,9.9
421545,Sangao,SC,72.18,26.22,71.13,25.4,76.16,12
421550,Santa Cecilia,SC,72.71,36.98,69.59,29.2,74.12,14.8
421555,Santa Helena,SC,72.46,22.44,74.28,18.7,74.99,13.6
421560,Santa Rosa de Lima,SC,72.51,30.69,69.63,29.1,75.55,12.8
421565,Santa Rosa do Sul,SC,68.43,33.21,70.34,27.3,73.38,16
421567,Santa Terezinha,SC,69.4,30.16,70.86,26,74.01,15
421568,Santa Terezinha do Progresso,SC,70.76,32.72,70.49,26.9,72.45,17.5
421569,Santiago do Sul,SC,70.76,28.15,70.49,26.9,73.68,15.5
421570,Santo Amaro da Imperatriz,SC,70.99,20.86,74.81,17.7,78.4,9.3
421575,Sao Bernardino,SC,71.84,34.36,69.83,28.6,74.34,14.5
421580,Sao Bento do Sul,SC,67.66,18.51,75.57,16.3,77.25,10.6
421590,Sao Bonifacio,SC,72.87,21.05,73.5,20.2,76.61,11.4
421600,Sao Carlos,SC,67.32,28.15,73.92,19.4,77.01,10.9
421605,Sao Cristovao do Sul,SC,72.89,31.81,71.65,24.2,73.74,15.4
421610,Sao Domingos,SC,66.56,23,72.32,22.7,76.66,11.4
421620,Sao Francisco do Sul,SC,65.82,22.85,73.45,20.4,76.35,11.8
421625,Sao Joao do Oeste,SC,68.89,25.4,73.54,20.2,77.35,10.5
421630,Sao Joao Batista,SC,67.32,21.62,73.45,20.3,76.9,11.1
421635,Sao Joao do Itaperiu,SC,67.66,19.88,74.13,19,77.37,10.5
421640,Sao Joao do Sul,SC,71.27,28.52,71.58,24.4,75.39,13
421650,Sao Joaquim,SC,67.32,32.55,71.1,25.5,74.01,15
421660,Sao Jose,SC,69.51,19.26,75.09,17.2,77.81,10
421670,Sao Jose do Cedro,SC,68.79,26.59,74.08,19.1,74.79,13.9
421680,Sao Jose do Cerrito,SC,67.66,35.16,68.89,31,74.61,14.1
421690,Sao Lourenco do Oeste,SC,67.32,23.91,72.68,21.9,73.43,15.9
421700,Sao Ludgero,SC,69.95,24.7,72.53,22.2,75.01,13.6
421710,Sao Martinho,SC,70.73,30.69,69.63,29.1,74.8,13.8
421715,Sao Miguel da Boa Vista,SC,66.48,32.07,69.07,30.5,72.67,17.1
421720,Sao Miguel do Oeste,SC,67.06,18.51,76.07,15.4,78.06,9.7
421725,Sao Pedro de Alcantara,SC,71.27,23.66,73.32,20.6,75.77,12.5
421730,Saudades,SC,71.84,25.97,74.22,18.8,75.97,12.2
421740,Schroeder,SC,69.51,23.08,72.42,22.5,76.27,11.8
421750,Seara,SC,68.43,23.53,76.45,14.8,77.32,10.5
421755,Serra Alta,SC,70.73,23.66,73.31,20.6,77.72,10.1
421760,Sideropolis,SC,72.46,26.78,72.08,23.2,77.81,10
421770,Sombrio,SC,70.73,22.1,73.86,19.5,76.49,11.6
421775,Sul Brasil,SC,70.73,27.7,72.12,23.1,74.89,13.7
421780,Taio,SC,71.84,27.7,74.92,17.5,77.71,10.1
421790,Tangara,SC,70.3,23.49,73.55,20.1,76.99,11
421795,Tigrinhos,SC,72.18,32.72,70.96,25.8,75.76,12.5
421800,Tijucas,SC,71.16,22.89,72.75,21.8,77.39,10.5
421810,Timbe do Sul,SC,71.84,28.52,72.14,23.1,76.33,11.8
421820,Timbo,SC,67.95,22.92,73.5,20.2,76.36,11.7
421825,Timbo Grande,SC,71.84,44.08,68.11,33.1,72.88,16.8
421830,Tres Barras,SC,72.1,37.87,70.52,26.8,73.85,15.2
421835,Treviso,SC,71.73,26.78,72.59,22.1,77.94,9.8
421840,Treze de Maio,SC,70.33,25.4,73.21,20.8,77.83,9.9
421850,Treze Tilias,SC,73.62,23.91,73.86,19.5,77.43,10.4
421860,Trombudo Central,SC,68.74,20.06,73.8,19.6,77.77,10
421870,Tubarao,SC,72.1,20.86,75.59,16.3,76.96,11
421875,Tunapolis,SC,71.56,25.97,74.08,19.1,74.79,13.9
421880,Turvo,SC,68.04,24.92,75.55,16.3,77.01,10.9
421885,Uniao do Oeste,SC,69.64,33.21,69.37,29.7,74.37,14.5
421890,Urubici,SC,70.33,26.21,72.19,23,74.4,14.4
421895,Urupema,SC,71.56,26.21,71.55,24.4,74.4,14.4
421900,Urussanga,SC,68.74,17.24,76.49,14.7,77.54,10.3
421910,Vargeao,SC,71.94,27.78,71.53,24.5,74.59,14.2
421915,Vargem,SC,68.74,32.12,71.32,25,72.42,17.5
421917,Vargem Bonita,SC,74.02,32.07,71.31,25,73.06,16.5
421920,Vidal Ramos,SC,70.33,27.35,71.82,23.8,73.1,16.4
421930,Videira,SC,71.56,18.21,75.11,17.1,76.42,11.7
421935,Vitor Meireles,SC,73.62,31.66,70.19,27.6,75.44,13
421940,Witmarsum,SC,71.83,23.07,73.41,20.4,77.18,10.7
421950,Xanxere,SC,69.68,28.74,73.48,20.3,76.67,11.3
421960,Xavantina,SC,71.73,23.53,75,17.3,76.63,11.4
421970,Xaxim,SC,70.33,25.87,72.44,22.4,77.23,10.6
421985,Zortea,SC,71.41,21.96,76.65,14.4,78.07,9.6
430003,Acegua,RS,68.91,19.31,73.66,16,76.14,12
430005,Agua Santa,RS,68.4,18.85,75.44,13.2,76,11.4
430010,Agudo,RS,68.71,22.41,73.2,16.7,75.84,12.4
430020,Ajuricaba,RS,70.31,23.2,73.21,16.7,75.98,12.2
430030,Alecrim,RS,71.41,23.51,71.6,19.6,76.13,11.3
430040,Alegrete,RS,71.41,28.32,71.17,20.4,75.93,11.5
430045,Alegria,RS,69.87,23.2,72.18,18.5,74.07,14
430047,Almirante Tamandare do Sul,RS,70.17,21.91,71.16,20.4,74.67,13.2
430050,Alpestre,RS,70.31,29.85,71.11,20.5,72.69,16.1
430055,Alto Alegre,RS,68.4,21.26,75.17,13.6,76.52,10.8
430057,Alto Feliz,RS,68.95,18.6,75.68,12.9,78.14,8.9
430060,Alvorada,RS,71.07,23.63,73.3,16.46,77.41,9.77
430063,Amaral Ferrador,RS,67.56,28.37,71.27,20.2,73.13,15.4
430064,Ametista do Sul,RS,70.31,27.1,68.39,26.2,73.54,14.8
430066,Andre da Rocha,RS,67.56,17.5,74.24,15,75.19,13.3
430070,Anta Gorda,RS,68,21.21,71.63,19.5,77.08,10.1
430080,Antonio Prado,RS,71.41,23.13,71.1,20.5,75.07,13.5
430085,Arambare,RS,70.31,31.25,70.6,21.5,74.98,12.8
430087,Ararica,RS,70.31,21.78,71.26,20.2,74.41,13.6
430090,Aratiba,RS,66.79,19.11,73.26,16.6,76.38,11.7
430100,Arroio do Meio,RS,68.91,16.45,74.16,15.2,76.62,11.4
430105,Arroio do Sal,RS,68.95,19.08,74.51,14.6,75.61,12
430107,Arroio do Padre,RS,67.56,21,72.39,18.1,76.59,10.7
430110,Arroio dos Ratos,RS,67.56,25.46,71.41,19.9,74.98,12.8
430120,Arroio do Tigre,RS,73.15,27.39,70.25,22.2,75.9,11.6
430130,Arroio Grande,RS,65.34,29.11,69.59,23.6,73.43,15
430140,Arvorezinha,RS,71.41,27.1,69.22,24.4,74.04,14.1
430150,Augusto Pestana,RS,73.04,23.87,73.91,15.6,75.84,12.4
430155,Aurea,RS,69.64,25.36,70.96,20.8,75.48,12.1
430160,Bage,RS,71.73,19.34,72.38,18.2,75.86,11.57
430163,Balneario Pinhal,RS,71.41,29.7,70.63,21.4,75.17,12.5
430165,Barao,RS,65.34,22.96,72.69,17.6,75.14,13.4
430170,Barao de Cotegipe,RS,67.56,24.64,69.74,23.2,75.49,12.1
430175,Barao do Triunfo,RS,68.91,27.1,68.78,25.3,74.28,13.7
430180,Barracao,RS,69.72,17.24,76.72,11.4,78.12,8.9
430185,Barra do Guarita,RS,70.17,22.2,71.4,19.9,75.68,11.8
430187,Barra do Quarai,RS,73.87,33.16,67.38,28.6,73.13,15.4
430190,Barra do Ribeiro,RS,70.29,24.29,73.2,16.7,74.32,13.7
430192,Barra do Rio Azul,RS,68.95,21.47,70.94,20.8,75.5,12.1
430195,Barra Funda,RS,72.58,20.15,72.62,17.7,76.36,11
430200,Barros Cassal,RS,68.95,34.02,68.26,26.5,72.71,16.1
430205,Benjamin Constant do Sul,RS,68.91,34.02,69.6,23.6,73.03,15.6
430210,Bento Goncalves,RS,69.87,15.92,74.99,13.9,75.52,12.1
430215,Boa Vista das Missoes,RS,70.29,26.74,71.16,20.4,74.5,13.4
430220,Boa Vista do Burica,RS,71.19,19.11,73.1,16.9,75.02,13.5
430222,Boa Vista do Cadeado,RS,67.56,21.46,74.89,14,76.04,11.4
430223,Boa Vista do Incra,RS,71.73,17.9,75.17,13.6,77.02,10.2
430225,Boa Vista do Sul,RS,71.73,18.32,75.57,13,76.11,11.3
430230,Bom Jesus,RS,65.34,32.16,69.9,22.9,74.89,12.9
430235,Bom Principio,RS,67.56,17.73,73.38,16.4,75.18,13.3
430237,Bom Progresso,RS,71.07,22.44,71.48,19.8,75.42,12.2
430240,Bom Retiro do Sul,RS,67.56,24.98,71.18,20.4,76.39,11
430245,Boqueirao do Leao,RS,69.85,23.63,73.61,16.1,75.59,12
430250,Bossoroca,RS,72.58,24.83,71.59,19.6,74.24,13.8
430258,Bozano,RS,73.15,23.2,73.66,16,76.18,12
430260,Braga,RS,65.34,34.02,69.79,23.1,74.81,13
430265,Brochier,RS,72.58,17.87,73.52,16.2,76.06,11.4
430270,Butia,RS,68.91,25.51,70.2,22.3,75.85,11.6
430280,Cacapava do Sul,RS,70.17,28.37,72.24,18.4,76.27,11.1
430290,Cacequi,RS,68.95,30.87,69.22,24.4,73.39,15
430300,Cachoeira do Sul,RS,68.91,18.03,74.9,14,76.22,8.49
430310,Cachoeirinha,RS,68.44,21.46,74.17,15.2,76.42,11.6
430320,Cacique Doble,RS,67.44,35.06,68.7,25.5,73.57,14.8
430330,Caibate,RS,72.27,22.07,71.26,20.2,76.39,11
430340,Caicara,RS,68.44,21.91,72.62,17.7,74,14.1
430350,Camaqua,RS,71.69,27.9,72.58,17.8,74.14,14
430355,Camargo,RS,71.69,19.01,72.43,18.1,76.25,11.9
430360,Cambara do Sul,RS,64.56,25.25,72.3,18.3,75.25,12.4
430367,Campestre da Serra,RS,67.44,17.28,76.93,11.2,78.13,8.9
430370,Campina das Missoes,RS,72.27,25.25,71.88,19.1,75.91,11.6
430380,Campinas do Sul,RS,64.56,22.24,72.78,17.4,75.49,12.1
430390,Campo Bom,RS,71.69,16.45,74.07,15.3,76.11,11.3
430400,Campo Novo,RS,68.44,28.66,71.37,20,76.94,10.3
430410,Campos Borges,RS,72.27,24.07,70.03,22.6,74.16,13.9
430420,Candelaria,RS,71.69,26.24,72.62,17.7,75.49,12.1
430430,Candido Godoi,RS,67.44,17.87,75.55,13.1,76.17,11.2
430435,Candiota,RS,73.15,18.76,72.54,17.9,76.57,10.7
430440,Canela,RS,71.23,19.11,72.3,18.3,75.92,12.3
430450,Cangucu,RS,70.87,27.33,71.29,20.2,74.15,13.9
430460,Canoas,RS,70.98,21.46,74.07,15.3,76.83,10.62
430461,Canudos do Vale,RS,67.53,18.1,73.98,15.5,75.38,13
430462,Capao Bonito do Sul,RS,68.32,34.58,68.42,26.1,71.73,17.7
430463,Capao da Canoa,RS,74.56,19.91,74.3,15,76.11,12.1
430465,Capao do Cipo,RS,71.14,17.22,75.07,13.8,76.61,11.4
430466,Capao do Leao,RS,71.66,24.48,70.15,22.4,73.81,14.4
430467,Capivari do Sul,RS,74,17.5,73.4,16.4,75.17,12.5
430468,Capela de Santana,RS,69.42,26.39,72.52,17.9,73.93,14.2
430469,Capitao,RS,68.32,25.11,72.48,18,75.49,12.9
430470,Carazinho,RS,71.68,25.71,70.86,21,75.42,12.2
430471,Caraa,RS,72.41,23.22,71.55,19.7,74.79,13
430480,Carlos Barbosa,RS,67.53,20.16,74.18,15.1,75.07,13.5
430485,Carlos Gomes,RS,71.27,19.74,72.55,17.8,78.14,8.9
430490,Casca,RS,75.62,19.16,73.7,15.9,75.81,11.7
430495,Caseiros,RS,75.56,28.04,70.01,22.7,74.99,12.8
430500,Catuipe,RS,75.62,18.6,75.1,13.7,75.52,12.1
430510,Caxias do Sul,RS,69.26,18.42,74,15.4,76.58,11.19
430511,Centenario,RS,68.51,18.66,72.56,17.8,76.36,11
430512,Cerrito,RS,67.27,27.33,70.84,21,74.41,13.6
430513,Cerro Branco,RS,66.34,26.74,70.33,22,73.93,14.2
430515,Cerro Grande,RS,67.11,31.19,67.35,28.6,73.19,15.3
430517,Cerro Grande do Sul,RS,69.98,26.09,72.19,18.5,76.28,11.1
430520,Cerro Largo,RS,69.8,17.06,74.05,15.3,75.91,11.6
430530,Chapada,RS,69.22,23.22,71.16,20.4,75.95,11.5
430535,Charqueadas,RS,70.38,17.24,73.45,16.3,77.22,10
430537,Charrua,RS,72.41,17.24,76.5,11.7,78.12,8.9
430540,Chiapetta,RS,71.05,23.2,73.03,17,75.98,12.2
430543,Chui,RS,71.68,27.65,70.8,21.1,72.52,16.4
430544,Chuvisca,RS,71.68,24.29,71.56,19.7,74.1,14
430545,Cidreira,RS,69.71,25.25,72.41,18.1,75.89,12.4
430550,Ciriaco,RS,73.6,26.23,71.15,20.4,76.31,11.1
430558,Colinas,RS,67.64,19.55,73.76,15.8,75.38,13
430560,Colorado,RS,72.1,22.25,74.09,15.3,75.07,13.5
430570,Condor,RS,72.41,18.66,72.52,17.9,76.1,11.3
430580,Constantina,RS,71.5,19.71,74.77,14.2,78.12,8.9
430583,Coqueiro Baixo,RS,71.36,18.1,76.11,12.3,78.14,8.9
430585,Coqueiros do Sul,RS,70.87,25.4,71.05,20.6,75.42,12.2
430587,Coronel Barros,RS,70.4,17.64,73.66,16,76.11,11.3
430590,Coronel Bicaco,RS,68.88,23.87,71.61,19.6,73.19,15.3
430593,Coronel Pilar,RS,66.6,21.46,74.17,15.2,75.07,13.5
430595,Cotipora,RS,70.29,21.46,74.17,15.2,75.07,13.5
430597,Coxilha,RS,69.65,19.11,72.32,18.3,76.93,10.3
430600,Crissiumal,RS,67.11,22.2,71.37,20,75.11,12.6
430605,Cristal,RS,68.88,23.4,70.03,22.6,74.57,13.3
430607,Cristal do Sul,RS,66.34,29.27,71.52,19.7,74.56,13.4
430610,Cruz Alta,RS,71.36,22.25,73.61,16.1,76.49,11.6
430613,Cruzaltense,RS,66.34,24.64,72.52,17.9,75.92,11.5
430620,Cruzeiro do Sul,RS,68.13,21.47,73.23,16.7,74.98,12.8
430630,David Canabarro,RS,68.88,19.16,72.19,18.5,77.2,10
430632,Derrubadas,RS,67.64,24.64,70.08,22.6,75.74,11.8
430635,Dezesseis de Novembro,RS,72.35,27.87,71.42,19.9,73.55,14.8
430637,Dilermando de Aguiar,RS,73.15,19.11,72.5,18,76.85,10.4
430640,Dois Irmaos,RS,71.51,19.56,74.79,14.2,75.87,12.4
430642,Dois Irmaos das Missoes,RS,71.66,34.12,67.17,29.1,72.81,15.9
430645,Dois Lajeados,RS,71.05,17.06,74.24,15,75.19,13.3
430650,Dom Feliciano,RS,69.22,31.25,70.6,21.5,74.1,14
430655,Dom Pedro de Alcantara,RS,73.69,23.89,70.43,21.8,74.21,13.8
430660,Dom Pedrito,RS,72.83,32.51,70.64,21.4,75.88,11.6
430670,Dona Francisca,RS,68.13,26.09,70.16,22.4,74.84,13
430673,Doutor Mauricio Cardoso,RS,72.1,23.04,72.37,18.2,75.41,12.2
430675,Doutor Ricardo,RS,72.05,23.13,71.18,20.4,76.3,11.1
430676,Eldorado do Sul,RS,70.51,24.64,70.35,22,75.66,11.9
430680,Encantado,RS,69.8,16.45,76.11,12.3,76.5,11.6
430690,Encruzilhada do Sul,RS,71.58,27.04,72.02,18.8,77.5,9.6
430692,Engenho Velho,RS,70.29,30.31,69.85,23,74.23,13.8
430693,Entre-Ijuis,RS,69.71,19.76,71.92,19,74.74,13.1
430695,Entre Rios do Sul,RS,71.14,24.64,70.94,20.8,76.4,11
430697,Erebango,RS,65.84,20.88,72.42,18.1,75.24,12.4
430700,Erechim,RS,72.35,19.74,74.18,15.1,74.95,12.8
430705,Ernestina,RS,69.39,22.2,71.75,19.3,76.25,11.1
430710,Herval,RS,72.83,23.22,70.8,21.1,75.59,12
430720,Erval Grande,RS,72.41,17.28,76.5,11.7,78.12,9
430730,Erval Seco,RS,67.52,23.13,70.42,21.9,74.28,13.8
430740,Esmeralda,RS,69.54,19.45,72.09,18.7,74.64,13.2
430745,Esperanca do Sul,RS,67.64,34.38,70.05,22.6,72.25,16.8
430750,Espumoso,RS,76.63,17.87,74.44,14.7,78.04,9.7
430755,Estacao,RS,67.27,19.44,72.05,18.8,75.55,12.8
430760,Estancia Velha,RS,70.49,17.9,76.11,12.3,78.23,9.5
430770,Esteio,RS,71.58,20.15,74.25,15,75.57,12
430780,Estrela,RS,69.6,19.08,74.45,14.7,75.97,12.2
430781,Estrela Velha,RS,69.71,25.38,72.14,18.6,72.5,16.4
430783,Eugenio de Castro,RS,70.4,17.9,76.25,12.1,78.11,9
430786,Fagundes Varela,RS,68.81,15.4,75.53,13.1,76.14,11.3
430790,Farroupilha,RS,69.8,16.47,74.19,15.1,76.68,11.3
430800,Faxinal do Soturno,RS,68.47,21.16,72.26,18.4,76.21,11.2
430805,Faxinalzinho,RS,73.69,32.98,70.69,21.3,73.03,15.6
430807,Fazenda Vilanova,RS,70.93,23.71,70.43,21.8,75.45,12.2
430810,Feliz,RS,67.11,17.73,73.6,16.1,75.8,12.5
430820,Flores da Cunha,RS,70.93,17.68,75.51,13.1,75.95,11.5
430825,Floriano Peixoto,RS,72.05,23.36,72.52,17.9,76.23,11.2
430830,Fontoura Xavier,RS,72.35,21.26,71.51,19.7,73.69,14.6
430840,Formigueiro,RS,71.17,22.56,72.63,17.7,75.3,12.4
430843,Forquetinha,RS,72.05,18.1,76.11,12.3,78.13,8.9
430845,Fortaleza dos Valos,RS,69.26,33.34,73.2,16.7,75.23,12.4
430850,Frederico Westphalen,RS,68.51,19.31,73.79,15.8,75.76,12.5
430860,Garibaldi,RS,66.6,20.08,74.21,15.1,76.35,11
430865,Garruchos,RS,74.57,29.27,71.48,19.8,74.96,12.8
430870,Gaurama,RS,70.93,15.4,75.46,13.2,76.09,12.1
430880,General Camara,RS,71.23,23.63,72.75,17.5,74.92,12.8
430885,Gentil,RS,65.84,21.86,72.48,18,76.76,10.5
430890,Getulio Vargas,RS,73.36,24.61,73.02,17,75.55,12.8
430900,Girua,RS,73.6,28.66,70.48,21.7,75.52,12.1
430905,Glorinha,RS,69.25,20.37,74.17,15.2,76.54,10.8
430910,Gramado,RS,67.98,15.55,75.52,13.1,76.64,10.6
430912,Gramado dos Loureiros,RS,72.1,33.18,69.2,24.4,74.91,12.9
430915,Gramado Xavier,RS,67.94,31.19,67.89,27.4,72.5,16.4
430920,Gravatai,RS,71.36,19.11,75.33,12.83,76.74,11.3
430925,Guabiju,RS,69.6,15.52,74.52,14.6,76.4,11.7
430930,Guaiba,RS,71.36,19.2,72.54,17.9,74.99,12.8
430940,Guapore,RS,71.58,22.6,73.41,16.4,75.22,12.5
430950,Guarani das Missoes,RS,66.8,22.25,71.26,20.2,76.75,10.5
430955,Harmonia,RS,69.54,19.74,74.87,14.1,75.47,12.9
430957,Herveiras,RS,73.15,25.38,70.39,21.9,72.5,16.4
430960,Horizontina,RS,71.05,19.16,75.97,12.5,76.47,10.9
430965,Hulha Negra,RS,71.68,34.12,66.9,29.8,72.75,16
430970,Humaita,RS,70.38,17.68,73.11,16.9,75.21,13.3
430975,Ibarama,RS,69.6,35.06,69.59,23.6,72.5,16.4
430980,Ibiaca,RS,70.98,18.1,76.58,11.6,78.28,9.4
430990,Ibiraiaras,RS,71.6,21.25,73.45,16.3,75.09,12.6
430995,Ibirapuita,RS,69.65,25.7,70.9,20.9,74.66,13.2
431000,Ibiruba,RS,65.84,21.26,72.92,17.2,75.88,11.6
431010,Igrejinha,RS,67.95,19.71,71.86,19.1,77.53,9.6
431020,Ijui,RS,71.66,23.2,74.16,15.2,76.48,10.8
431030,Ilopolis,RS,74.57,18.44,75.46,13.2,76.94,11
431033,Imbe,RS,71.14,19.91,72.3,18.3,75.82,11.7
431036,Imigrante,RS,73.15,18.03,74.06,15.3,75.61,12.7
431040,Independencia,RS,72.83,19.8,72.55,17.8,73.8,14.4
431041,Inhacora,RS,70.29,23.87,71.61,19.6,73.43,15
431043,Ipe,RS,69.54,19.92,71.92,19,74.88,12.9
431046,Ipiranga do Sul,RS,68.47,14.6,76.72,11.4,76.94,10.3
431050,Irai,RS,66.8,25.4,72.42,18.1,74.12,14
431053,Itaara,RS,71.05,19.74,75.08,13.8,75.46,12.1
431055,Itacurubi,RS,70.38,27.22,71.64,19.5,73.25,15.2
431057,Itapuca,RS,72.83,25.7,70.32,22.1,75.02,12.7
431060,Itaqui,RS,67.53,18.6,73.45,16.3,75.6,12
431065,Itati,RS,71.14,23.89,70.43,21.8,74.61,13.3
431070,Itatiba do Sul,RS,72.83,25.36,71.51,19.7,73.03,15.6
431075,Ivora,RS,67.52,18.68,72.63,17.7,78.13,8.9
431080,Ivoti,RS,70.06,15.92,75.37,13.3,75.88,11.6
431085,Jaboticaba,RS,74.78,27.1,69.08,24.6,74.2,13.9
431087,Jacuizinho,RS,73.23,24.07,70.03,22.6,73.99,14.2
431090,Jacutinga,RS,74.88,21.21,71.87,19.1,76.3,11.1
431100,Jaguarao,RS,68.08,25.25,71.69,19.4,74.89,12.9
431110,Jaguari,RS,67.22,20.15,71.88,19.1,76.93,10.3
431112,Jaquirana,RS,71,34.58,66.59,30.5,71.73,17.7
431113,Jari,RS,75.07,23.22,72,18.8,75.14,12.6
431115,Joia,RS,68.01,24.07,72.03,18.8,75.48,12.1
431120,Julio de Castilhos,RS,71.93,19.2,72.55,17.8,74.96,12.8
431123,Lagoa Bonita do Sul,RS,74.39,25.38,70.39,21.9,73.05,15.6
431125,Lagoao,RS,71.93,34.58,69.9,22.9,74.34,13.6
431127,Lagoa dos Tres Cantos,RS,72.74,17.9,75.43,13.2,76.14,11.3
431130,Lagoa Vermelha,RS,71.93,21.21,73.64,16,78.1,9.6
431140,Lajeado,RS,67.22,19.44,74.89,14,75.41,12.2
431142,Lajeado do Bugre,RS,72.74,28.6,71.52,19.7,74.33,13.7
431150,Lavras do Sul,RS,71,31.22,71.13,20.5,77.05,10.2
431160,Liberato Salzano,RS,67.22,25.4,69.22,24.4,73.59,14.7
431162,Lindolfo Collor,RS,69.22,23.22,70.39,21.9,75.5,12.1
431164,Linha Nova,RS,66.02,21.14,71.5,19.8,75.73,11.8
431170,Machadinho,RS,70.91,25.11,72.4,18.1,73.39,15
431171,Macambara,RS,66.54,28.32,69.8,23.1,74.89,12.9
431173,Mampituba,RS,71.48,29.7,70.81,21.1,73.8,14.4
431175,Manoel Viana,RS,68.07,31.19,67.38,28.6,70.96,19
431177,Maquine,RS,66.72,23.63,73.23,16.7,77.77,9.3
431179,Marata,RS,69.71,18.6,72.59,17.8,76.74,10.5
431180,Marau,RS,69.25,19.01,73.28,16.6,76.44,11.6
431190,Marcelino Ramos,RS,70.67,18.03,72.94,17.2,75.03,12.7
431198,Mariana Pimentel,RS,67.23,18.6,72.61,17.7,76.94,10.3
431200,Mariano Moro,RS,71.84,17.51,73.38,16.4,75.55,12.8
431205,Marques de Souza,RS,69.51,15.92,75.44,13.2,75.94,11.5
431210,Mata,RS,65.46,24.48,70.06,22.6,73.39,15
431213,Mato Castelhano,RS,68.16,24.61,71.57,19.6,75.34,13.1
431215,Mato Leitao,RS,68.56,23.13,71.2,20.3,76.16,11.2
431217,Mato Queimado,RS,64,17.9,76.19,12.2,77.22,10
431220,Maximiliano de Almeida,RS,68.28,33.18,68.71,25.5,74.48,13.5
431225,Minas do Leao,RS,62.42,27.8,70.97,20.8,74.55,13.4
431230,Miraguai,RS,64.38,25.25,72.67,17.6,75.21,13.3
431235,Montauri,RS,71.49,17.64,75.44,13.2,76.11,11.3
431237,Monte Alegre dos Campos,RS,66.9,28.38,71.61,19.6,74.29,13.7
431238,Monte Belo do Sul,RS,71.38,15.92,75.37,13.3,76.13,11.3
431240,Montenegro,RS,69.44,20.16,75.32,13.4,76.94,11
431242,Mormaco,RS,68.56,21.21,71.13,20.5,76.59,10.7
431244,Morrinhos do Sul,RS,70.2,29.7,69.79,23.2,75.51,12.1
431245,Morro Redondo,RS,66.94,21,72.39,18.1,76.84,10.4
431247,Morro Reuter,RS,62.14,19.11,73.36,16.5,76.5,11.6
431250,Mostardas,RS,64.38,18.6,72.56,17.8,75.94,11.5
431260,Mucum,RS,66.16,18.03,73.98,15.5,75.38,13
431261,Muitos Capoes,RS,71.38,27.96,72.13,18.6,77.39,9.8
431262,Muliterno,RS,68.16,28.04,70.01,22.7,73.48,14.9
431265,Nao-Me-Toque,RS,61.86,22.25,74.02,15.4,75.8,12.5
431267,Nicolau Vergueiro,RS,70.67,20.21,74.79,14.2,75.33,13.1
431270,Nonoai,RS,66.9,27.02,71.47,19.8,74.98,12.8
431275,Nova Alvorada,RS,69.37,24.64,69.9,22.9,75.25,12.4
431280,Nova Araca,RS,68.79,20.15,74.89,14,75.56,12.8
431290,Nova Bassano,RS,71.84,19.36,73.62,16,75.93,12.3
431295,Nova Boa Vista,RS,68.16,23.12,73.2,16.7,75.13,12.6
431300,Nova Brescia,RS,68.56,14.6,74.89,14,75.81,11.7
431301,Nova Candelaria,RS,64.14,20.08,75.47,13.2,76.36,11.7
