Codigo,Espacialidades,UF,PercentDe25AnosOuMaisComSuperiorCompleto1991,PercentDe25AnosOuMaisComSuperiorCompleto2000,PercentDe25AnosOuMaisComSuperiorCompleto2010,ExpectativaDeAnosDeEstudo1991,ExpectativaDeAnosDeEstudo2000,ExpectativaDeAnosDeEstudo2010
240710,Macaiba,RN,0.59,1.02,3.86,7.68,8.77,9.31
291960,Macajuba,BA,0.15,0.4,2.66,6,6.27,7.25
431171,Macambara,RS,0.85,1.23,5.1,8.49,10.46,10.49
280370,Macambira,SE,,,2.6,5.35,6.95,9.24
160030,Macapa,AP,5.8,5.5,14.1,8.7,9.24,9.6
260900,Macaparana,PE,2.1,2.76,3.96,8.67,7.36,9.28
291970,Macarani,BA,0.91,0.54,3.9,5.08,7.51,7.56
352800,Macatuba,SP,3.19,3.56,8.23,9.81,9.75,10.88
352810,Macaubal,SP,4.93,6.44,7.62,9.95,11.25,11.33
291980,Macaubas,BA,0.19,0.53,2.06,6.27,6.86,8.62
240720,Macau,RN,1.6,2.34,4.76,8.01,9.03,9.18
352820,Macedonia,SP,2.69,3.19,8.39,10,9.83,10.94
270430,Maceio,AL,9.28,9.53,14.24,7.96,7.85,9.43
313890,Machacalis,MG,1.16,2.05,4.17,7.93,7.65,9.65
110013,Machadinho D'Oeste,RO,0.49,0.89,3.72,5.57,5.54,7.8
431170,Machadinho,RS,2.59,2.56,6.41,10.32,10.33,10.44
313900,Machado,MG,7.34,7.56,10.67,8.71,8.46,8.67
260910,Machados,PE,0.89,1.14,1.55,7.13,7.15,8.49
421005,Macieira,SC,,0.46,3.65,6.24,6.36,10.23
330245,Macuco,RJ,2.5,3.88,6.08,8.42,9.81,8.86
291990,Macurure,BA,0.49,0.99,3.75,5.81,7.11,9.61
230763,Madalena,CE,0.18,0.49,2.55,4.52,8.26,9.85
220585,Madeiro,PI,,0.12,3.88,5.02,5.79,9.79
291992,Madre de Deus,BA,0.24,0.72,5.01,7.38,8.17,9.52
313910,Madre de Deus de Minas,MG,2.48,2.13,7.58,7.79,9.47,7.77
250870,Mae D'Agua,PB,0.48,1.28,2.81,5.94,6.59,9.09
150405,Mae do Rio,PA,0.11,0.44,4,5.57,6.25,7.71
291995,Maetinga,BA,,0.08,1.13,2.41,5.55,8.53
421010,Mafra,SC,3.08,5.22,9.65,10.36,10.08,11.38
150410,Magalhaes Barata,PA,,1.1,2.09,6.44,7.37,8.66
210630,Magalhaes de Almeida,MA,0.24,0.09,2.51,5.37,6.42,9.19
352830,Magda,SP,2.09,7.34,9.38,10.4,11.42,11.01
330250,Mage,RJ,1.48,2.26,4.89,8.22,8.28,8.99
292000,Maiquinique,BA,0.25,0.29,1.79,5.7,6.88,8.36
292010,Mairi,BA,0.12,0.6,2.84,5.39,6.55,8.06
352840,Mairinque,SP,3.21,4.57,7.03,9.46,9.89,9.85
352850,Mairipora,SP,6.41,8.15,12.99,9.17,9.99,11.01
521260,Mairipotaba,GO,0.49,2.49,7.36,8.11,9.54,10.82
421020,Major Gercino,SC,0.24,0.91,3.91,8.83,11.3,8.56
270440,Major Isidoro,AL,0.14,0.67,3.24,6.77,4.87,8.92
240725,Major Sales,RN,1.32,0.37,3.16,6.68,6.17,10.43
421030,Major Vieira,SC,1.24,1.53,4.73,8.39,10.37,9.66
313920,Malacacheta,MG,0.71,2.32,5.73,6.21,7.72,8.19
292020,Malhada,BA,,0.06,1.65,3.94,6.93,8.02
292030,Malhada de Pedras,BA,,,1.43,5.41,6.67,9.12
280380,Malhada dos Bois,SE,1.77,0.59,3.47,5.89,6.84,9.74
280390,Malhador,SE,0.39,0.71,4.16,6.73,6.8,8.49
411390,Mallet,PR,1.57,1.8,4.89,10.04,9.61,11.07
250880,Malta,PB,1.55,2.24,3.24,4.96,7.14,9.66
250890,Mamanguape,PB,2.25,1.66,2.92,4.97,5.72,8.53
521270,Mambai,GO,0.26,0.54,2.35,6.34,7.41,9.28
411400,Mambore,PR,2.14,3.47,8.34,9.09,11.3,10.65
313925,Mamonas,MG,,0.23,1.36,7.17,8.05,10.49
431173,Mampituba,RS,0.59,0.67,2.47,8.54,9.75,10.68
130250,Manacapuru,AM,0.67,0.59,3.59,6.36,6.43,8.63
250900,Manaira,PB,1.23,1.76,2.73,4.27,6.19,8.25
130255,Manaquiri,AM,,,2.3,3.84,5.64,8.15
260915,Manari,PE,,,1.47,5.08,5.24,7.8
130260,Manaus,AM,4.72,5.36,10.97,7.64,8.3,9.51
120033,Mancio Lima,AC,0.08,0.66,4.44,7.12,7.15,9.49
411410,Mandaguacu,PR,2.31,4.01,8.86,8.78,10.49,9.86
411420,Mandaguari,PR,5.95,7.12,11.73,9.75,10.67,11.09
411430,Mandirituba,PR,0.14,1.21,3.77,8.44,8.87,9.95
352860,Manduri,SP,4.29,5.33,5.65,10.69,10.36,10.73
411435,Manfrinopolis,PR,,0.26,3.23,6.24,9.75,9.94
313930,Manga,MG,1.63,1.1,5.03,6.67,6.71,8.78
330260,Mangaratiba,RJ,3.75,5.95,10.08,7.49,8.53,9.63
411440,Mangueirinha,PR,2.44,1.9,7.57,8.51,8.87,10.41
313940,Manhuacu,MG,3.33,4.01,7.01,8.49,8.41,9.13
313950,Manhumirim,MG,4.05,5.4,7.57,9.33,7.75,8.62
130270,Manicore,AM,0.38,0.47,4.35,5.65,4.92,8.2
220590,Manoel Emidio,PI,0.12,0.5,6.07,6.23,7.39,8.71
411450,Manoel Ribas,PR,1.1,2.04,7.05,8.94,10.5,11.28
120034,Manoel Urbano,AC,,0.39,4.35,2.84,4.82,5.88
431175,Manoel Viana,RS,3.73,3.78,8.52,10.46,9.87,9.96
292040,Manoel Vitorino,BA,0.21,0.2,2.44,5.15,5.51,9.58
292045,Mansidao,BA,0.09,0.06,5.94,3.44,6.1,8.55
313960,Mantena,MG,2.38,3,6.29,8.37,7.81,9.2
320330,Mantenopolis,ES,0.65,0.83,4.19,9.17,9.28,9.01
431177,Maquine,RS,1.44,2.4,4.55,10.57,9.88,9.62
130280,Maraa,AM,1.3,0.14,1.96,4.04,2.95,6.02
150420,Maraba,PA,1.41,2.4,5.4,6.93,7.61,8.53
352870,Maraba Paulista,SP,2.11,2.3,4.91,8.91,10.57,10.5
210632,Maracacume,MA,0.24,0.6,1.96,4.69,5.71,9.26
352880,Maracai,SP,3.28,4.43,6.86,10.07,10.71,10.42
421040,Maracaja,SC,1.45,1.93,6.33,11.16,10.3,11.51
500540,Maracaju,MS,3.75,4.35,8.4,8.2,9.81,9.75
150430,Maracana,PA,0.43,0.19,2.08,6.21,6.36,8.49
230765,Maracanau,CE,0.69,0.92,2.92,6.5,9.23,10.23
292050,Maracas,BA,,0.52,2.49,5.73,7.69,9.06
270450,Maragogi,AL,0.27,0.84,3.75,4.98,5.67,8.24
292060,Maragogipe,BA,0.21,0.11,1.13,4.78,6.54,8.73
260920,Maraial,PE,1.07,0.51,2.04,5.05,5.8,8.72
210635,Maraja do Sena,MA,0.34,,1.79,3.92,4.08,6.62
230770,Maranguape,CE,0.83,1.05,3.05,6.28,8.77,9.91
210637,Maranhaozinho,MA,,0.35,2.37,5.64,4.81,8.5
150440,Marapanim,PA,0.08,0.56,2.13,6.08,7.01,9.16
352885,Marapoama,SP,,0.5,3.5,7.91,9.28,11.14
521280,Mara Rosa,GO,1.18,1.85,6.87,6.72,8.31,11.57
320332,Marataizes,ES,2.89,3.41,7.34,8.93,9.11,8.61
431179,Marata,RS,1.85,0.72,3.28,5.3,10.26,8.83
292070,Marau,BA,0.34,0.94,4.09,3.2,4.82,6.84
431180,Marau,RS,3.72,5.62,10.71,10.61,11.32,9.65
270460,Maravilha,AL,0.71,0.24,2.13,4.49,5.32,9.1
421050,Maravilha,SC,2.24,3.21,11.25,9.27,11.28,9.59
313970,Maravilhas,MG,1.34,3.21,6.1,9.25,8.42,10.02
250905,Marcacao,PB,0.7,,1.83,5.18,5.87,7.91
510558,Marcelandia,MT,1.67,2.49,5.77,7.07,8.16,9.74
431190,Marcelino Ramos,RS,1.79,3.74,7.79,10.8,9.92,10.56
240730,Marcelino Vieira,RN,0.91,1.36,4.36,6.25,7.57,9.62
292080,Marcionilio Souza,BA,0.2,0.46,2.04,5.41,7.11,8.39
230780,Marco,CE,0.61,2.09,3.27,6.15,7.57,9.28
220595,Marcolandia,PI,0.28,0.35,4.16,3.84,5.37,8.63
220600,Marcos Parente,PI,,,4.43,6.77,8.14,8.91
313980,Mar de Espanha,MG,2.19,4.52,6.98,8.71,8.95,9.06
411460,Marechal Candido Rondon,PR,4.34,6.18,11.16,10.95,11.69,11.04
270470,Marechal Deodoro,AL,0.89,1.94,5.71,7.44,6.6,9.14
320334,Marechal Floriano,ES,0.83,2.14,5.76,9.15,9.09,9.29
120035,Marechal Thaumaturgo,AC,,,2.46,4.15,4.15,7.52
421055,Marema,SC,1.66,1.68,4.71,9.34,8.88,11.66
313990,Maria da Fe,MG,2.47,3.03,6.06,8.12,9.02,10.41
411470,Maria Helena,PR,2.08,2.97,5.09,8.23,10.32,10.61
411480,Marialva,PR,4.33,4.41,10.29,9.94,9.73,10.8
314000,Mariana,MG,4.38,4.71,11.82,8.03,9.22,9.74
431198,Mariana Pimentel,RS,0.46,2.38,3.64,10.61,11.31,11.67
431200,Mariano Moro,RS,0.93,2.41,4.02,11.17,11.75,10.62
171250,Marianopolis do Tocantins,TO,0.6,0.38,6.76,6.8,8.4,9.39
352890,Mariapolis,SP,2.41,4.26,5.62,9.21,11.29,9.75
270480,Maribondo,AL,0.47,1.03,1.83,6.48,7.32,9.65
330270,Marica,RJ,4.72,6.83,13.28,7.87,8.68,9.03
314010,Marilac,MG,0.12,1.78,2.34,7.01,6.54,8.85
411490,Marilandia do Sul,PR,1.04,3.2,4.9,8.57,10.16,10.28
320335,Marilandia,ES,1.87,2.83,5.12,9.48,10.05,8.57
411500,Marilena,PR,0.7,1.2,3.9,9.21,7.91,11.18
352900,Marilia,SP,10.36,11.51,17.13,10.05,10.47,10.99
411510,Mariluz,PR,2.4,2.62,4.2,8.14,9.14,10.05
411520,Maringa,PR,9.54,12.11,20.01,10.5,11.57,11.37
352910,Marinopolis,SP,1.28,3.09,6.64,10.15,9.26,11.54
314015,Mario Campos,MG,0.35,0.76,3.19,7.71,8.31,8.56
411530,Mariopolis,PR,2.92,4.22,6.3,9.9,11.56,10.73
314020,Maripa de Minas,MG,0.76,3.41,4.99,9.42,6.92,9.69
411535,Maripa,PR,2.58,4.21,8.72,10.32,11.98,11.15
250910,Mari,PB,0.47,1.54,2.6,5.1,6.38,9
150442,Marituba,PA,0.81,1.25,3.42,6.6,7.42,9.2
250915,Marizopolis,PB,1.48,1.59,2.15,6.71,6.1,9.59
314030,Marlieria,MG,2.23,1.99,3.86,7.03,8.12,9.15
411540,Marmeleiro,PR,1.45,3.42,6.61,8.67,10.29,9.55
314040,Marmelopolis,MG,1.09,1.49,4.42,8.65,9.86,9.21
431205,Marques de Souza,RS,1.05,2.28,2.65,10.35,9.7,9.43
411545,Marquinho,PR,,0.54,2.77,4.96,6.11,11.02
314050,Martinho Campos,MG,0.78,2.56,6.48,7.99,8.17,9.26
230790,Martinopole,CE,1.2,2.29,5.48,3.24,7.15,9.72
352920,Martinopolis,SP,5.86,4.84,7.86,9.82,10.61,9.22
240740,Martins,RN,1.05,1.41,4.04,8.41,9.8,9.56
314053,Martins Soares,MG,0.69,0.78,2.44,8.41,7.29,7.51
280400,Maruim,SE,,0.77,2.42,6.16,7.7,9.01
411550,Marumbi,PR,3.97,3.61,6.88,9.28,10.01,10.35
270490,Mar Vermelho,AL,,0.72,2.65,6.91,6.59,9.44
521290,Marzagao,GO,6.82,1.96,6.68,9.36,9.34,10.91
292090,Mascote,BA,,0.27,2.62,2.22,6.15,8.53
230800,Massape,CE,0.85,1.48,3.51,5.28,6.6,10.03
220605,Massape do Piaui,PI,,,3.29,4.77,5.32,8.09
250920,Massaranduba,PB,,0.44,1.71,4.39,6.09,8.97
421060,Massaranduba,SC,1.02,1.8,6.34,10.94,11.64,10.76
292100,Mata de Sao Joao,BA,0.66,1.39,2.6,6.53,7.2,8.65
270500,Mata Grande,AL,0.41,0.56,2.22,6.62,5.1,8.38
352930,Matao,SP,4.37,5.42,10.62,9.35,10.25,10.44
250930,Mataraca,PB,0.39,0.34,1.99,3.75,5.3,8.53
210640,Mata Roma,MA,,0.08,1.07,5.88,5.55,9.4
431210,Mata,RS,1.47,2.4,3.05,10.59,9.97,10.92
314055,Mata Verde,MG,,0.85,4.16,5.24,7.32,8.24
171270,Mateiros,TO,,1.07,5.48,1.35,4.87,8.15
411560,Matelandia,PR,2.13,3.53,8.31,10.02,10.93,10.5
314060,Materlandia,MG,0.74,1.03,4.94,7.99,7.26,9.61
314070,Mateus Leme,MG,2.89,3.79,7.15,8.19,9.51,8.68
317150,Mathias Lobato,MG,0.25,2.29,4.52,7.55,9.36,9.35
314080,Matias Barbosa,MG,2.34,3.1,7.82,9.17,9.68,9.81
314085,Matias Cardoso,MG,0.42,0.48,3.87,5.98,5.76,8.62
220610,Matias Olimpio,PI,0.27,0.31,3.49,6.09,5.33,9.14
292105,Matina,BA,,0.14,1.96,6.34,7.46,8.76
210650,Matinha,MA,,,3.82,6.64,7.78,9.65
250933,Matinhas,PB,0.59,0.33,2.11,4.6,5.83,8.34
411570,Matinhos,PR,3.05,4.92,10.58,9.54,9.68,10.79
314090,Matipo,MG,1.87,1.75,5.04,6.77,7.83,9.3
431213,Mato Castelhano,RS,1.81,2.79,4.45,10.66,11.85,9.85
210663,Matoes do Norte,MA,,,2.97,3.82,4.69,8.14
210660,Matoes,MA,,0.18,2.59,4.03,5.18,8.9
250937,Mato Grosso,PB,,,1.24,4.51,6.41,7.92
431215,Mato Leitao,RS,1.56,2.62,3.98,8.75,9.43,9.36
431217,Mato Queimado,RS,1.78,2.33,2.53,9.48,11.27,9.9
411573,Mato Rico,PR,,1.06,1.91,5.69,7.95,10.41
421070,Matos Costa,SC,3.58,1.26,3.92,11.98,8.37,9.66
314100,Mato Verde,MG,0.8,1.03,5.62,7.12,8.13,10.38
314110,Matozinhos,MG,3.07,3.75,5.59,8.18,8.76,9.79
521295,Matrincha,GO,1.36,0.92,4.05,7.18,8.3,10.21
270510,Matriz de Camaragibe,AL,0.24,0.31,1.37,6.72,5.45,9.53
510560,Matupa,MT,2.11,2.39,7.45,8.34,8.94,9.64
250939,Matureia,PB,,0.47,2.29,2.66,6.67,9.51
314120,Matutina,MG,0.89,1.78,4.49,9.53,7.55,9.13
411575,Maua da Serra,PR,3.6,2.38,4.42,8.03,8.15,9.99
352940,Maua,SP,2.24,3.58,7.21,9.32,10.28,10.65
130290,Maues,AM,0.54,0.75,5.56,7.05,6.56,9.26
171280,Maurilandia do Tocantins,TO,,,4.47,4,7.82,8.83
521300,Maurilandia,GO,0.31,0.77,2.91,8.37,9.04,8.62
230810,Mauriti,CE,0.62,0.6,4,4.36,6.73,9.83
240750,Maxaranguape,RN,0.95,0.34,3.02,6.58,7.44,9.79
431220,Maximiliano de Almeida,RS,2.12,2.3,6.93,10.12,10.35,10.19
160040,Mazagao,AP,0.7,1.05,3.24,6.83,5.84,8.3
314130,Medeiros,MG,0.91,1.42,6.07,8.48,8.4,9.51
292110,Medeiros Neto,BA,0.45,1.6,3.95,7.79,8.33,7.89
411580,Medianeira,PR,3.16,4.21,12.7,10.34,10.72,10.71
150445,Medicilandia,PA,0.15,0.67,1.23,4.46,5.47,7.81
314140,Medina,MG,0.78,1.14,5.6,7.58,8.34,8.64
421080,Meleiro,SC,2.12,3.02,8.89,10.94,10.33,12.16
150450,Melgaco,PA,,0.26,2.04,0.99,2.82,5.51
314150,Mendes Pimentel,MG,1.22,1.25,4.94,6.57,6.67,8.93
330280,Mendes,RJ,5.43,5.42,8.28,8.39,9.09,9.75
352950,Mendonca,SP,3.2,2.31,7.4,9.76,10.76,11.61
411585,Mercedes,PR,1.77,0.99,5.64,10.59,10,11.85
314160,Merces,MG,1.66,2.21,6.7,8.74,8.58,8.01
352960,Meridiano,SP,1.74,4.95,7.79,9.85,10.83,11.48
230820,Meruoca,CE,0.37,1.89,2.95,5.74,7.21,8.79
352965,Mesopolis,SP,,0.96,5,9.46,11.39,10.18
314170,Mesquita,MG,0.22,1.07,3.51,7.26,8.78,10.03
330285,Mesquita,RJ,3.19,3.91,7.56,8.94,9.19,9.51
270520,Messias,AL,0.29,0.57,1.8,5.77,5.47,8.76
240760,Messias Targino,RN,1.27,1.26,3.57,6.27,8.85,10.02
220620,Miguel Alves,PI,0.06,0.08,2.66,5.55,4.82,7.69
292120,Miguel Calmon,BA,0.1,0.44,3.77,4.75,6.68,8.2
220630,Miguel Leao,PI,,1.24,3.72,6.81,5.94,9.33
352970,Miguelopolis,SP,2.98,5.91,10.37,9.27,10.43,10.29
330290,Miguel Pereira,RJ,6.99,8.27,10.49,7.44,8.49,9.28
292130,Milagres,BA,0.05,0.22,2.26,6.61,7.75,8.5
230830,Milagres,CE,1.43,1.5,4.15,4.24,7.06,9.07
210667,Milagres do Maranhao,MA,,0.32,2.1,5.22,5.17,8.51
230835,Milha,CE,0.23,0.77,2.8,6.4,8.17,9.71
220635,Milton Brandao,PI,,,3.39,4.74,5.38,8.24
521305,Mimoso de Goias,GO,0.29,,3.76,5.87,8.13,8.63
320340,Mimoso do Sul,ES,2.08,4.04,6.51,8.75,8.45,8.19
521308,Minacu,GO,1.83,1.74,5.75,7.3,8.01,9.83
270530,Minador do Negrao,AL,0.38,0.36,1.66,5.61,5.67,8.95
431225,Minas do Leao,RS,0.8,1.95,2.83,8.36,9.03,9.33
314180,Minas Novas,MG,0.49,0.89,6.14,4.68,7.05,8.81
314190,Minduri,MG,2.99,5.45,5.76,8.47,9.54,8.61
352980,Mineiros do Tiete,SP,2.56,3.48,7.19,9.22,10.06,10.9
521310,Mineiros,GO,4.48,4.44,10.19,7.1,8.12,8.66
110120,Ministro Andreazza,RO,,0.47,3.85,7.31,6.43,8.95
314200,Mirabela,MG,1.26,2.36,4.74,7.63,7.8,10.86
352990,Miracatu,SP,4.31,3.15,5.99,8.89,9.1,10.18
171320,Miracema do Tocantins,TO,3.69,1.89,9.33,6.07,8.89,9.9
330300,Miracema,RJ,3.14,4.05,6.61,7.95,8.57,8.78
210670,Mirador,MA,0.19,0.58,2.81,6.19,6.27,8.47
411590,Mirador,PR,0.39,4.16,3.47,9.2,9.92,11.21
314210,Miradouro,MG,1.7,3.65,5.97,7.57,7.05,8.44
353000,Mira Estrela,SP,1.87,2.28,10.59,9.64,10.87,11.77
431230,Miraguai,RS,1.21,3.08,4.72,9.65,10.58,9.51
230837,Miraima,CE,0.11,1.05,3.46,5.55,6.81,10.09
314220,Mirai,MG,1.98,2.62,5.82,7.52,7.28,8.59
210675,Miranda do Norte,MA,0.31,0.67,3.24,6.54,7.74,8.48
500560,Miranda,MS,1.66,2.96,5.07,7.8,7.96,8.62
260930,Mirandiba,PE,1.3,2.57,3.08,7.22,8.04,8.97
353010,Mirandopolis,SP,4.86,6.42,10.37,10.19,11.33,10.12
292140,Mirangaba,BA,0.07,,1.12,2.89,6.08,8.63
171330,Miranorte,TO,2.17,1.62,5.63,7.91,8.51,9.49
292145,Mirante,BA,,0.85,2.75,2.18,3.33,8.89
110130,Mirante da Serra,RO,0.34,0.83,4.12,5.63,7.43,9.76
353020,Mirante do Paranapanema,SP,2.51,4.18,6.79,9.91,10.86,11.36
411600,Miraselva,PR,3.17,2.47,9.42,10.8,11.56,11.63
353040,Mirassolandia,SP,2.07,1.94,5.55,8.85,10.62,9.99
510562,Mirassol D'Oeste,MT,2.45,3.58,7.35,9.18,10.27,8.6
353030,Mirassol,SP,6.56,8.1,11.98,9.97,10.59,9.69
314225,Miravania,MG,,0.25,5.55,5.68,7.11,9.22
421085,Mirim Doce,SC,0.25,1.41,5.22,10.15,10.2,11.06
210680,Mirinzal,MA,0.52,0.79,4.17,7.43,8.6,10.8
411605,Missal,PR,1.6,2.82,8.77,10.25,11.11,10.63
230840,Missao Velha,CE,0.9,2.24,4.15,5.46,7.56,9.79
150460,Mocajuba,PA,0.41,1.03,2.94,5.61,6.45,8.07
353050,Mococa,SP,6.48,7,11.69,9.92,10.09,10.33
421090,Modelo,SC,3.15,2.08,6.9,10.65,11.19,11.1
314230,Moeda,MG,0.17,1.03,3.26,7.52,8.06,8.07
314240,Moema,MG,5.55,5.05,10.45,9.59,8.99,8.65
250940,Mogeiro,PB,1.06,0.7,2.54,4.25,6.3,8.7
353060,Mogi das Cruzes,SP,8.85,11.29,16.28,9.66,10.37,10.98
353070,Mogi Guacu,SP,4.87,6.56,10.46,9.83,10.33,10.01
353080,Moji Mirim,SP,8.58,11.25,14.12,9.98,10.4,10.65
521340,Moipora,GO,0.43,0.63,4.73,8.61,10.48,11.51
280410,Moita Bonita,SE,0.63,0.48,3.36,6.47,7.44,8.8
150470,Moju,PA,0.14,0.3,1.94,5.61,4.87,7.26
230850,Mombaca,CE,0.46,0.57,2.66,5.99,6.38,9.22
353090,Mombuca,SP,3.27,2.31,2.52,10.3,8.81,10.75
210690,Moncao,MA,0.33,0.28,2.26,5.1,5.24,8.76
353100,Moncoes,SP,2.58,3.35,8.28,7.86,11.85,12.21
421100,Mondai,SC,2.47,2.51,6.63,9.86,10.41,10.08
353110,Mongagua,SP,3.01,4.44,8.88,9.21,9.27,11.41
314250,Monjolos,MG,1.16,1,7.21,7.53,7.93,9.02
220640,Monsenhor Gil,PI,,0.67,4.17,6.36,6.53,9.87
220650,Monsenhor Hipolito,PI,0.66,0.58,4.65,6.92,5.33,7.37
314260,Monsenhor Paulo,MG,3.27,5.66,7.57,8.02,9.48,9.71
230860,Monsenhor Tabosa,CE,0.48,1.23,4.19,5.86,7.4,8.99
250950,Montadas,PB,0.37,0.91,3.84,5.79,7.96,9.04
314270,Montalvania,MG,1.54,1.84,5.08,7.6,8.13,8.62
320350,Montanha,ES,1.27,2.28,6.13,8.23,8.93,9.49
240770,Montanhas,RN,0.22,0.4,2.84,7.07,5.87,8.38
431235,Montauri,RS,2.18,2.33,5.28,9.86,11.48,10.13
521350,Monte Alegre de Goias,GO,0.59,0.99,3.4,7.21,6.92,8.04
314280,Monte Alegre de Minas,MG,1.96,2.96,5.62,8.53,9.58,8.69
280420,Monte Alegre de Sergipe,SE,,0.2,4.19,5.18,6.4,7.88
220660,Monte Alegre do Piaui,PI,0.14,0.27,4.6,6.03,5.78,8.69
431237,Monte Alegre dos Campos,RS,0.45,,0.95,7.19,8.29,10.28
353120,Monte Alegre do Sul,SP,2.44,7.07,9.82,10.81,10.3,10.45
150480,Monte Alegre,PA,0.27,1.13,2.92,7.42,7.21,8.8
240780,Monte Alegre,RN,0.24,0.66,3.87,5.47,7.28,9.29
353130,Monte Alto,SP,4.74,5.66,10.9,10.19,10.61,10.64
353140,Monte Aprazivel,SP,8.33,10.41,13.81,10.29,11.26,11.35
314290,Monte Azul,MG,0.97,0.73,4.88,7.69,8.64,9.35
353150,Monte Azul Paulista,SP,4.88,5.6,9.92,9.95,10.21,10.53
431238,Monte Belo do Sul,RS,1.37,1.49,6.29,4.85,10.89,11.1
314300,Monte Belo,MG,1.61,2.77,6.05,8.55,8.96,10.49
421105,Monte Carlo,SC,1.13,0.84,5.25,8.39,8.89,9.64
314310,Monte Carmelo,MG,3.45,3.51,8.61,8.75,9.34,9.53
421110,Monte Castelo,SC,0.92,1.66,4.42,8.75,8.26,10.77
353160,Monte Castelo,SP,4.05,3.45,7.21,10.61,11.05,11.8
240790,Monte das Gameleiras,RN,0.15,,4.15,6.11,6.82,9.78
171360,Monte do Carmo,TO,0.65,1.49,5.35,5.83,5.59,9.44
314315,Monte Formoso,MG,,,2.96,5.65,6.97,9.48
250960,Monte Horebe,PB,0.53,1.26,2.63,5.25,6.65,8.01
353170,Monteiro Lobato,SP,3.33,4.43,10.41,9.83,9.24,9.72
250970,Monteiro,PB,1.7,2.62,5.73,6.45,6.94,9.7
270540,Monteiropolis,AL,0.26,0.62,1.38,6.52,5.17,9.46
353180,Monte Mor,SP,2.27,3.27,7.27,8.88,9.35,9.53
110140,Monte Negro,RO,0.27,1.38,5.07,5.62,5.79,9.65
431240,Montenegro,RS,4.13,5.59,9.74,10.29,10.35,9.92
210700,Montes Altos,MA,0.23,0.24,3.09,6.46,5.84,8.64
292150,Monte Santo,BA,0.05,,1.6,1.4,4.51,7.91
314320,Monte Santo de Minas,MG,4.63,5.02,6.98,9.3,8.78,9.24
171370,Monte Santo do Tocantins,TO,0.37,,1.59,4.09,6.2,9.48
521370,Montes Claros de Goias,GO,1.18,1.58,6.59,8.62,9.27,11.2
314330,Montes Claros,MG,5.92,6.91,13.28,8.61,9.85,10.25
314340,Monte Siao,MG,3.4,4.54,6.05,7.75,8.78,8.69
314345,Montezuma,MG,,0.58,2.49,4.74,6.97,8.53
521377,Montividiu do Norte,GO,,0.24,4.1,6.52,6.93,9.13
521375,Montividiu,GO,1.28,3.2,5.11,5.98,9.29,9.44
230870,Morada Nova,CE,1.27,1.28,4.62,5.26,7.78,9.08
314350,Morada Nova de Minas,MG,1.59,1.55,7.3,7.7,6.9,8.36
230880,Moraujo,CE,0.42,1.69,4.55,6.94,6.41,9.43
261430,Moreilandia,PE,0.52,2.71,5.01,7.01,8.11,10.15
411610,Moreira Sales,PR,1.55,2.46,4.67,9.61,10.35,10.92
260940,Moreno,PE,1.47,1.31,3.75,7.38,8.06,9.2
431242,Mormaco,RS,,1.89,7,10.06,10.93,10.56
292160,Morpara,BA,,0.14,1.11,6.55,7.18,9.03
411620,Morretes,PR,3.01,4.57,6.57,9.23,8.6,8.59
230890,Morrinhos,CE,0.52,0.56,3.67,5.15,6.97,9.6
431244,Morrinhos do Sul,RS,0.52,0.36,4.67,7.57,11.69,9.93
521380,Morrinhos,GO,2.18,4.71,8.99,10.06,9.18,9.99
521385,Morro Agudo de Goias,GO,0.54,1.19,3.74,7.99,7.08,11.61
353190,Morro Agudo,SP,3.83,4.34,6.02,9.07,9.85,10.22
220665,Morro Cabeca no Tempo,PI,,,3.09,5.15,4.64,8.94
421120,Morro da Fumaca,SC,1.35,2.58,6.05,9.62,9.54,11.04
314360,Morro da Garca,MG,0.81,0.34,6.42,6.04,7.33,9.66
292170,Morro do Chapeu,BA,0.49,1.3,2.66,5.87,6.74,9.38
220667,Morro do Chapeu do Piaui,PI,,,3.58,4.34,5.95,9.45
314370,Morro do Pilar,MG,0.94,0.14,2.59,6.57,7.69,7.1
421125,Morro Grande,SC,0.63,3.36,5.27,9.15,9.27,9.42
431245,Morro Redondo,RS,1.01,3.88,6.46,10.45,9.27,9.84
431247,Morro Reuter,RS,1.03,1.54,4.99,9.06,11.07,8.48
210710,Morros,MA,0.31,0.9,3.97,6.8,6.07,8.17
292180,Mortugaba,BA,0.13,0.17,2.59,7.3,7.97,9.02
353200,Morungaba,SP,2.44,4.2,6.01,9.61,9.71,8.89
521390,Mossamedes,GO,1.08,2.54,5.37,6.76,10.37,10.99
240800,Mossoro,RN,6.63,7.11,9.89,8.26,9.41,9.97
431250,Mostardas,RS,2.05,1.65,3.9,9.08,9.38,9.73
353205,Motuca,SP,0.67,1.54,5.17,9.38,10.32,10.29
521400,Mozarlandia,GO,0.86,2.01,3.48,7.79,8.17,8.95
150490,Muana,PA,0.62,0.5,1.39,4.31,4.84,7.8
140030,Mucajai,RR,0.72,0.89,5.29,6.47,7.78,8.38
230900,Mucambo,CE,0.56,1.67,4.34,5.44,8.01,9.82
292190,Mucuge,BA,0.6,1.31,5.44,6.1,4.87,8.32
431260,Mucum,RS,4.6,4.11,7.45,11.52,10.4,10.95
292200,Mucuri,BA,0.87,3.11,6.8,4.62,8.28,7.97
